bundle,prefix,animation,sprite,palette,palette_status,sprite_width,sprite_height,trim_width,trim_height,bbox_left,bbox_top,bbox_right,bbox_bottom,path
battle_unit2,grasslong,cut,grasslong_cut_7,grasslong_palette,applied,58,37,56,35,1,1,57,36,Sprites/Pixel/battle_unit2/grasslong/grasslong_cut_7.png
battle_unit2,darklightGuradianM,injuredall,darklightGuradianM_injuredall_13,darklightGuradianM_palette,applied,43,29,41,27,1,1,42,28,Sprites/Pixel/battle_unit2/darklightGuradianM/darklightGuradianM_injuredall_13.png
battle_unit2,crimsonAssassinM4set01,injuredall,crimsonAssassinM4set01_injuredall_6,crimsonAssassinM4set01_palette,applied,30,43,28,41,1,1,29,42,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_injuredall_6.png
battle_unit2,darklightCrossbowMset01,wait,darklightCrossbowMset01_wait_5,darklightCrossbowMset01_palette,applied,22,49,20,47,1,1,21,48,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_wait_5.png
battle_unit2,darklightCrossbowMset01,throw01,darklightCrossbowMset01_throw01_0,darklightCrossbowMset01_palette,applied,28,46,26,44,1,1,27,45,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_throw01_0.png
battle_unit2,crimsonAssassinM4set01,cast,crimsonAssassinM4set01_cast_4,crimsonAssassinM4set01_palette,applied,42,41,40,39,1,1,41,40,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_cast_4.png
battle_unit2,darklightBomberM,cast,darklightBomberM_cast_1,darklightBomberM_palette,applied,29,43,27,41,1,1,28,42,Sprites/Pixel/battle_unit2/darklightBomberM/darklightBomberM_cast_1.png
battle_unit2,crimsonAssassinM4set01,attack,crimsonAssassinM4set01_attack_2,crimsonAssassinM4set01_palette,applied,32,46,30,44,1,1,31,45,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_attack_2.png
battle_unit2,crimsonassassinm2set01,jumpUp,crimsonassassinm2set01_jumpUp_0,crimsonassassinm2set01_palette,applied,46,44,44,42,1,1,45,43,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_jumpUp_0.png
battle_unit2,darklightCrossbowMset01,move,darklightCrossbowMset01_move_4,darklightCrossbowMset01_palette,applied,24,48,22,46,1,1,23,47,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_move_4.png
battle_unit2,darklightGuradianM,attack,darklightGuradianM_attack_3,darklightGuradianM_palette,applied,32,38,30,36,1,1,31,37,Sprites/Pixel/battle_unit2/darklightGuradianM/darklightGuradianM_attack_3.png
battle_unit2,darklightCrossbowMset01,injuredall,darklightCrossbowMset01_injuredall_2,darklightCrossbowMset01_palette,applied,39,44,37,42,1,1,38,43,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_injuredall_2.png
battle_unit2,darklightBomberM,attack2,darklightBomberM_attack2_5,darklightBomberM_palette,applied,30,45,28,43,1,1,29,44,Sprites/Pixel/battle_unit2/darklightBomberM/darklightBomberM_attack2_5.png
battle_unit2,crimsonAssassinM4set01,idle,crimsonAssassinM4set01_idle_7,crimsonAssassinM4set01_palette,applied,32,45,30,43,1,1,31,44,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_idle_7.png
battle_unit2,HcheckboardMset01,injured,HcheckboardMset01_injured_0,HcheckboardMset01_palette,applied,32,40,30,38,1,1,31,39,Sprites/Pixel/battle_unit2/HcheckboardMset01/HcheckboardMset01_injured_0.png
battle_unit2,darklightMajinMset01,walk,darklightMajinMset01_walk_4,darklightMajinMset01_palette,applied,33,40,31,38,1,1,32,39,Sprites/Pixel/battle_unit2/darklightMajinMset01/darklightMajinMset01_walk_4.png
battle_unit2,darklightBomberM,walk,darklightBomberM_walk_4,darklightBomberM_palette,applied,33,45,31,43,1,1,32,44,Sprites/Pixel/battle_unit2/darklightBomberM/darklightBomberM_walk_4.png
battle_unit2,crimsonassassinm2set01,idle,crimsonassassinm2set01_idle_3,crimsonassassinm2set01_palette,applied,31,45,29,43,1,1,30,44,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_idle_3.png
battle_unit2,darklightCrossbowMset01,throw,darklightCrossbowMset01_throw_2,darklightCrossbowMset01_palette,applied,33,49,31,47,1,1,32,48,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_throw_2.png
battle_unit2,crimsonassassinm2set01,throw,crimsonassassinm2set01_throw_3,crimsonassassinm2set01_palette,applied,39,41,37,39,1,1,38,40,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_throw_3.png
battle_unit2,darklightMajinMset01,jumpUp,darklightMajinMset01_jumpUp_1,darklightMajinMset01_palette,applied,28,43,26,41,1,1,27,42,Sprites/Pixel/battle_unit2/darklightMajinMset01/darklightMajinMset01_jumpUp_1.png
battle_unit2,crimsonAssassinM4set01,throw,crimsonAssassinM4set01_throw_3,crimsonAssassinM4set01_palette,applied,39,41,37,39,1,1,38,40,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_throw_3.png
battle_unit2,crimsonAssassinM4set01,attack2,crimsonAssassinM4set01_attack2_4,crimsonAssassinM4set01_palette,applied,40,43,38,41,1,1,39,42,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_attack2_4.png
battle_unit2,crimsonPriestFset01,injuredall,crimsonPriestFset01_injuredall_13,crimsonPriestFset01_palette,applied,47,38,45,36,1,1,46,37,Sprites/Pixel/battle_unit2/crimsonPriestFset01/crimsonPriestFset01_injuredall_13.png
battle_unit2,darklightBomberM,idle,darklightBomberM_idle_3,darklightBomberM_palette,applied,30,43,28,41,1,1,29,42,Sprites/Pixel/battle_unit2/darklightBomberM/darklightBomberM_idle_3.png
battle_unit2,darklightDarkwizzardF,move,darklightDarkwizzardF_move_6,darklightDarkwizzardF_palette,applied,27,46,25,44,1,1,26,45,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_move_6.png
battle_unit2,crimsonassassinm2set01,idle,crimsonassassinm2set01_idle_6,crimsonassassinm2set01_palette,applied,31,45,29,43,1,1,30,44,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_idle_6.png
battle_unit2,crimsonPriestFset01,attack2,crimsonPriestFset01_attack2_4,crimsonPriestFset01_palette,applied,35,48,33,46,1,1,34,47,Sprites/Pixel/battle_unit2/crimsonPriestFset01/crimsonPriestFset01_attack2_4.png
battle_unit2,darklightCrossbowMset01,injured,darklightCrossbowMset01_injured_0,darklightCrossbowMset01_palette,applied,39,44,37,42,1,1,38,43,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_injured_0.png
battle_unit2,darklightBomberM,move,darklightBomberM_move_7,darklightBomberM_palette,applied,23,49,21,47,1,1,22,48,Sprites/Pixel/battle_unit2/darklightBomberM/darklightBomberM_move_7.png
battle_unit2,darklightBomberM,idle,darklightBomberM_idle_0,darklightBomberM_palette,applied,30,42,28,40,1,1,29,41,Sprites/Pixel/battle_unit2/darklightBomberM/darklightBomberM_idle_0.png
battle_unit2,darklightMajinMset01,attack,darklightMajinMset01_attack_2,darklightMajinMset01_palette,applied,40,39,38,37,1,1,39,38,Sprites/Pixel/battle_unit2/darklightMajinMset01/darklightMajinMset01_attack_2.png
battle_unit2,crimsonAssassinM4set01,walk,crimsonAssassinM4set01_walk_6,crimsonAssassinM4set01_palette,applied,37,42,35,40,1,1,36,41,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_walk_6.png
battle_unit2,darklightDarkwizzardF,charge,darklightDarkwizzardF_charge_6,darklightDarkwizzardF_palette,applied,35,46,33,44,1,1,34,45,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_charge_6.png
battle_unit2,crimsonPriestFset01,attack2,crimsonPriestFset01_attack2_2,crimsonPriestFset01_palette,applied,35,51,33,49,1,1,34,50,Sprites/Pixel/battle_unit2/crimsonPriestFset01/crimsonPriestFset01_attack2_2.png
battle_unit2,darklightBomberM,move,darklightBomberM_move_3,darklightBomberM_palette,applied,22,47,20,45,1,1,21,46,Sprites/Pixel/battle_unit2/darklightBomberM/darklightBomberM_move_3.png
battle_unit2,crimsonPriestFset01,cheer,crimsonPriestFset01_cheer_0,crimsonPriestFset01_palette,applied,25,52,23,50,1,1,24,51,Sprites/Pixel/battle_unit2/crimsonPriestFset01/crimsonPriestFset01_cheer_0.png
battle_unit2,darklightDarkwizzardF,wait,darklightDarkwizzardF_wait_5,darklightDarkwizzardF_palette,applied,22,48,20,46,1,1,21,47,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_wait_5.png
battle_unit2,crimsonPriestFset01,cast,crimsonPriestFset01_cast_5,crimsonPriestFset01_palette,applied,24,52,22,50,1,1,23,51,Sprites/Pixel/battle_unit2/crimsonPriestFset01/crimsonPriestFset01_cast_5.png
battle_unit2,darklightDarkwizzardF,walk,darklightDarkwizzardF_walk_7,darklightDarkwizzardF_palette,applied,26,47,24,45,1,1,25,46,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_walk_7.png
battle_unit2,crimsonPriestFset01,attack,crimsonPriestFset01_attack_3,crimsonPriestFset01_palette,applied,37,52,35,50,1,1,36,51,Sprites/Pixel/battle_unit2/crimsonPriestFset01/crimsonPriestFset01_attack_3.png
battle_unit2,crimsonassassinm2set01,injuredall,crimsonassassinm2set01_injuredall_3,crimsonassassinm2set01_palette,applied,43,38,41,36,1,1,42,37,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_injuredall_3.png
battle_unit2,crimsonassassinm2set01,injuredall,crimsonassassinm2set01_injuredall_13,crimsonassassinm2set01_palette,applied,44,36,42,34,1,1,43,35,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_injuredall_13.png
battle_unit2,grasslong,enter,grasslong_enter_3,grasslong_palette,applied,33,44,31,42,1,1,32,43,Sprites/Pixel/battle_unit2/grasslong/grasslong_enter_3.png
battle_unit2,darklightDarkwizzardF,move,darklightDarkwizzardF_move_0,darklightDarkwizzardF_palette,applied,26,46,24,44,1,1,25,45,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_move_0.png
battle_unit2,darklightDarkwizzardF,idle,darklightDarkwizzardF_idle_7,darklightDarkwizzardF_palette,applied,27,48,25,46,1,1,26,47,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_idle_7.png
battle_unit2,darklightMajinMset01,idle,darklightMajinMset01_idle_7,darklightMajinMset01_palette,applied,33,42,31,40,1,1,32,41,Sprites/Pixel/battle_unit2/darklightMajinMset01/darklightMajinMset01_idle_7.png
battle_unit2,darklightGuradianM,cheer,darklightGuradianM_cheer_1,darklightGuradianM_palette,applied,24,49,22,47,1,1,23,48,Sprites/Pixel/battle_unit2/darklightGuradianM/darklightGuradianM_cheer_1.png
battle_unit2,darklightMajinMset01,throw,darklightMajinMset01_throw_2,darklightMajinMset01_palette,applied,35,47,33,45,1,1,34,46,Sprites/Pixel/battle_unit2/darklightMajinMset01/darklightMajinMset01_throw_2.png
battle_unit2,crimsonPriestFset01,attack2,crimsonPriestFset01_attack2_1,crimsonPriestFset01_palette,applied,35,51,33,49,1,1,34,50,Sprites/Pixel/battle_unit2/crimsonPriestFset01/crimsonPriestFset01_attack2_1.png
battle_unit2,crimsonassassinm2set01,injured2,crimsonassassinm2set01_injured2_1,crimsonassassinm2set01_palette,applied,36,44,34,42,1,1,35,43,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_injured2_1.png
battle_unit2,darklightGuradianM,idle,darklightGuradianM_idle_4,darklightGuradianM_palette,applied,25,46,23,44,1,1,24,45,Sprites/Pixel/battle_unit2/darklightGuradianM/darklightGuradianM_idle_4.png
battle_unit2,darklightBomberM,charge,darklightBomberM_charge_2,darklightBomberM_palette,applied,27,45,25,43,1,1,26,44,Sprites/Pixel/battle_unit2/darklightBomberM/darklightBomberM_charge_2.png
battle_unit2,crimsonassassinm2set01,injured,crimsonassassinm2set01_injured_0,crimsonassassinm2set01_palette,applied,38,43,36,41,1,1,37,42,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_injured_0.png
battle_unit2,crimsonAssassinM4set01,attack,crimsonAssassinM4set01_attack_10,crimsonAssassinM4set01_palette,applied,39,39,37,37,1,1,38,38,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_attack_10.png
battle_unit2,darklightDarkwizzardF,selfSpell,darklightDarkwizzardF_selfSpell_4,darklightDarkwizzardF_palette,applied,31,49,29,47,1,1,30,48,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_selfSpell_4.png
battle_unit2,darklightBomberM,wait,darklightBomberM_wait_2,darklightBomberM_palette,applied,23,49,21,47,1,1,22,48,Sprites/Pixel/battle_unit2/darklightBomberM/darklightBomberM_wait_2.png
battle_unit2,darklightDarkwizzardF,injuredall,darklightDarkwizzardF_injuredall_5,darklightDarkwizzardF_palette,applied,41,35,39,33,1,1,40,34,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_injuredall_5.png
battle_unit2,darklightCrossbowMset01,jumpUp,darklightCrossbowMset01_jumpUp_1,darklightCrossbowMset01_palette,applied,31,49,29,47,1,1,30,48,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_jumpUp_1.png
battle_unit2,crimsonAssassinM4set01,injuredall,crimsonAssassinM4set01_injuredall_8,crimsonAssassinM4set01_palette,applied,39,42,37,40,1,1,38,41,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_injuredall_8.png
battle_unit2,darklightDarkwizzardF,injuredall,darklightDarkwizzardF_injuredall_7,darklightDarkwizzardF_palette,applied,41,35,39,33,1,1,40,34,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_injuredall_7.png
battle_unit2,crimsonAssassinM4set01,attack,crimsonAssassinM4set01_attack_1,crimsonAssassinM4set01_palette,applied,39,39,37,37,1,1,38,38,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_attack_1.png
battle_unit2,crimsonassassinm2set01,walk,crimsonassassinm2set01_walk_2,crimsonassassinm2set01_palette,applied,42,45,40,43,1,1,41,44,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_walk_2.png
battle_unit2,crimsonassassinm2set01,injuredall,crimsonassassinm2set01_injuredall_1,crimsonassassinm2set01_palette,applied,43,38,41,36,1,1,42,37,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_injuredall_1.png
battle_unit2,darklightMajinMset01,injured2,darklightMajinMset01_injured2_1,darklightMajinMset01_palette,applied,35,44,33,42,1,1,34,43,Sprites/Pixel/battle_unit2/darklightMajinMset01/darklightMajinMset01_injured2_1.png
battle_unit2,darklightDarkwizzardF,throw,darklightDarkwizzardF_throw_0,darklightDarkwizzardF_palette,applied,24,47,22,45,1,1,23,46,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_throw_0.png
battle_unit2,HcheckboardMset01,run,HcheckboardMset01_run_4,HcheckboardMset01_palette,applied,23,43,21,41,1,1,22,42,Sprites/Pixel/battle_unit2/HcheckboardMset01/HcheckboardMset01_run_4.png
battle_unit2,darklightCrossbowMset01,injured2,darklightCrossbowMset01_injured2_0,darklightCrossbowMset01_palette,applied,31,42,29,40,1,1,30,41,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_injured2_0.png
battle_unit2,crimsonassassinm2set01,injuredall,crimsonassassinm2set01_injuredall_14,crimsonassassinm2set01_palette,applied,36,44,34,42,1,1,35,43,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_injuredall_14.png
battle_unit2,darklightDarkwizzardF,move,darklightDarkwizzardF_move_5,darklightDarkwizzardF_palette,applied,28,47,26,45,1,1,27,46,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_move_5.png
battle_unit2,darklightMajinMset01,walk,darklightMajinMset01_walk_6,darklightMajinMset01_palette,applied,30,38,28,36,1,1,29,37,Sprites/Pixel/battle_unit2/darklightMajinMset01/darklightMajinMset01_walk_6.png
battle_unit2,darklightGuradianM,attackhandle,darklightGuradianM_attackhandle_0,darklightGuradianM_palette,applied,30,46,28,44,1,1,29,45,Sprites/Pixel/battle_unit2/darklightGuradianM/darklightGuradianM_attackhandle_0.png
battle_unit2,crimsonAssassinM4set01,injuredall,crimsonAssassinM4set01_injuredall_15,crimsonAssassinM4set01_palette,applied,44,36,42,34,1,1,43,35,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_injuredall_15.png
battle_unit2,darklightGuradianM,injuredall,darklightGuradianM_injuredall_10,darklightGuradianM_palette,applied,28,42,26,40,1,1,27,41,Sprites/Pixel/battle_unit2/darklightGuradianM/darklightGuradianM_injuredall_10.png
battle_unit2,HcheckboardMset01,run,HcheckboardMset01_run_6,HcheckboardMset01_palette,applied,23,42,21,40,1,1,22,41,Sprites/Pixel/battle_unit2/HcheckboardMset01/HcheckboardMset01_run_6.png
battle_unit2,darklightCrossbowMset01,injuredall,darklightCrossbowMset01_injuredall_14,darklightCrossbowMset01_palette,applied,31,43,29,41,1,1,30,42,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_injuredall_14.png
battle_unit2,darklightMajinMset01,attack,darklightMajinMset01_attack_5,darklightMajinMset01_palette,applied,41,46,39,44,1,1,40,45,Sprites/Pixel/battle_unit2/darklightMajinMset01/darklightMajinMset01_attack_5.png
battle_unit2,darklightBomberM,cheer01,darklightBomberM_cheer01_0,darklightBomberM_palette,applied,25,49,23,47,1,1,24,48,Sprites/Pixel/battle_unit2/darklightBomberM/darklightBomberM_cheer01_0.png
battle_unit2,darklightGuradianM,walk,darklightGuradianM_walk_0,darklightGuradianM_palette,applied,24,45,22,43,1,1,23,44,Sprites/Pixel/battle_unit2/darklightGuradianM/darklightGuradianM_walk_0.png
battle_unit2,crimsonPriestFset01,move,crimsonPriestFset01_move_3,crimsonPriestFset01_palette,applied,30,51,28,49,1,1,29,50,Sprites/Pixel/battle_unit2/crimsonPriestFset01/crimsonPriestFset01_move_3.png
battle_unit2,darklightDarkwizzardF,injured,darklightDarkwizzardF_injured_1,darklightDarkwizzardF_palette,applied,31,41,29,39,1,1,30,40,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_injured_1.png
battle_unit2,darklightDarkwizzardF,injuredall,darklightDarkwizzardF_injuredall_4,darklightDarkwizzardF_palette,applied,35,41,33,39,1,1,34,40,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_injuredall_4.png
battle_unit2,darklightGuradianM,walk,darklightGuradianM_walk_3,darklightGuradianM_palette,applied,24,45,22,43,1,1,23,44,Sprites/Pixel/battle_unit2/darklightGuradianM/darklightGuradianM_walk_3.png
battle_unit2,darklightCrossbowMset01,injuredall,darklightCrossbowMset01_injuredall_9,darklightCrossbowMset01_palette,applied,44,31,42,29,1,1,43,30,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_injuredall_9.png
battle_unit2,crimsonAssassinM4set01,idle,crimsonAssassinM4set01_idle_6,crimsonAssassinM4set01_palette,applied,31,45,29,43,1,1,30,44,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_idle_6.png
battle_unit2,darklightDarkwizzardF,selfSpell,darklightDarkwizzardF_selfSpell_0,darklightDarkwizzardF_palette,applied,28,48,26,46,1,1,27,47,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_selfSpell_0.png
battle_unit2,darklightBomberM,charge,darklightBomberM_charge_3,darklightBomberM_palette,applied,36,44,34,42,1,1,35,43,Sprites/Pixel/battle_unit2/darklightBomberM/darklightBomberM_charge_3.png
battle_unit2,darklightMajinMset01,cast,darklightMajinMset01_cast_3,darklightMajinMset01_palette,applied,32,39,30,37,1,1,31,38,Sprites/Pixel/battle_unit2/darklightMajinMset01/darklightMajinMset01_cast_3.png
battle_unit2,darklightCrossbowMset01,throw,darklightCrossbowMset01_throw_3,darklightCrossbowMset01_palette,applied,35,49,33,47,1,1,34,48,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_throw_3.png
battle_unit2,darklightCrossbowMset01,idle,darklightCrossbowMset01_idle_0,darklightCrossbowMset01_palette,applied,31,45,29,43,1,1,30,44,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_idle_0.png
battle_unit2,crimsonAssassinM4set01,attack,crimsonAssassinM4set01_attack_6,crimsonAssassinM4set01_palette,applied,39,44,37,42,1,1,38,43,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_attack_6.png
battle_unit2,darklightMajinMset01,idle,darklightMajinMset01_idle_4,darklightMajinMset01_palette,applied,31,42,29,40,1,1,30,41,Sprites/Pixel/battle_unit2/darklightMajinMset01/darklightMajinMset01_idle_4.png
battle_unit2,darklightBomberM,injured,darklightBomberM_injured_1,darklightBomberM_palette,applied,33,43,31,41,1,1,32,42,Sprites/Pixel/battle_unit2/darklightBomberM/darklightBomberM_injured_1.png
battle_unit2,CrimsonAssassinMset01,wait,CrimsonAssassinMset01_wait_1,CrimsonAssassinMset01_palette,applied,22,48,20,46,1,1,21,47,Sprites/Pixel/battle_unit2/CrimsonAssassinMset01/CrimsonAssassinMset01_wait_1.png
battle_unit2,crimsonPriestFset01,crouch,crimsonPriestFset01_crouch_0,crimsonPriestFset01_palette,applied,35,52,33,50,1,1,34,51,Sprites/Pixel/battle_unit2/crimsonPriestFset01/crimsonPriestFset01_crouch_0.png
battle_unit2,crimsonPriestFset01,move,crimsonPriestFset01_move_1,crimsonPriestFset01_palette,applied,30,50,28,48,1,1,29,49,Sprites/Pixel/battle_unit2/crimsonPriestFset01/crimsonPriestFset01_move_1.png
battle_unit2,darklightDarkwizzardF,walk,darklightDarkwizzardF_walk_0,darklightDarkwizzardF_palette,applied,29,47,27,45,1,1,28,46,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_walk_0.png
battle_unit2,crimsonassassinm2set01,idle,crimsonassassinm2set01_idle_0,crimsonassassinm2set01_palette,applied,31,44,29,42,1,1,30,43,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_idle_0.png
battle_unit2,darklightCrossbowMset01,attack,darklightCrossbowMset01_attack_7,darklightCrossbowMset01_palette,applied,36,44,34,42,1,1,35,43,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_attack_7.png
battle_unit2,darklightCrossbowMset01,walk,darklightCrossbowMset01_walk_3,darklightCrossbowMset01_palette,applied,32,45,30,43,1,1,31,44,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_walk_3.png
battle_unit2,crimsonPriestFset01,attack2,crimsonPriestFset01_attack2_7,crimsonPriestFset01_palette,applied,35,49,33,47,1,1,34,48,Sprites/Pixel/battle_unit2/crimsonPriestFset01/crimsonPriestFset01_attack2_7.png
battle_unit2,darklightBomberM,attack,darklightBomberM_attack_7,darklightBomberM_palette,applied,35,45,33,43,1,1,34,44,Sprites/Pixel/battle_unit2/darklightBomberM/darklightBomberM_attack_7.png
battle_unit2,darklightCrossbowMset01,attack,darklightCrossbowMset01_attack_4,darklightCrossbowMset01_palette,applied,36,44,34,42,1,1,35,43,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_attack_4.png
battle_unit2,HcheckboardMset01,jumpUp,HcheckboardMset01_jumpUp_0,HcheckboardMset01_palette,applied,32,42,30,40,1,1,31,41,Sprites/Pixel/battle_unit2/HcheckboardMset01/HcheckboardMset01_jumpUp_0.png
battle_unit2,darklightCrossbowMset01,throw01,darklightCrossbowMset01_throw01_1,darklightCrossbowMset01_palette,applied,32,39,30,37,1,1,31,38,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_throw01_1.png
battle_unit2,darklightDarkwizzardF,injuredall,darklightDarkwizzardF_injuredall_3,darklightDarkwizzardF_palette,applied,44,34,42,32,1,1,43,33,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_injuredall_3.png
battle_unit2,grasslong,cut,grasslong_cut_0,grasslong_palette,applied,25,17,23,15,1,1,24,16,Sprites/Pixel/battle_unit2/grasslong/grasslong_cut_0.png
battle_unit2,HcheckboardMset01,jumpUp,HcheckboardMset01_jumpUp_1,HcheckboardMset01_palette,applied,26,42,24,40,1,1,25,41,Sprites/Pixel/battle_unit2/HcheckboardMset01/HcheckboardMset01_jumpUp_1.png
battle_unit2,crimsonassassinm2set01,attack2,crimsonassassinm2set01_attack2_6,crimsonassassinm2set01_palette,applied,37,43,35,41,1,1,36,42,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_attack2_6.png
battle_unit2,crimsonAssassinM4set01,attack2,crimsonAssassinM4set01_attack2_7,crimsonAssassinM4set01_palette,applied,43,44,41,42,1,1,42,43,Sprites/Pixel/battle_unit2/crimsonAssassinM4set01/crimsonAssassinM4set01_attack2_7.png
battle_unit2,darklightCrossbowMset01,cast,darklightCrossbowMset01_cast_3,darklightCrossbowMset01_palette,applied,36,46,34,44,1,1,35,45,Sprites/Pixel/battle_unit2/darklightCrossbowMset01/darklightCrossbowMset01_cast_3.png
battle_unit2,darklightMajinMset01,injuredall,darklightMajinMset01_injuredall_1,darklightMajinMset01_palette,applied,42,39,40,37,1,1,41,38,Sprites/Pixel/battle_unit2/darklightMajinMset01/darklightMajinMset01_injuredall_1.png
battle_unit2,crimsonassassinm2set01,cast,crimsonassassinm2set01_cast_5,crimsonassassinm2set01_palette,applied,40,41,38,39,1,1,39,40,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_cast_5.png
battle_unit2,grasslong,enter,grasslong_enter_1,grasslong_palette,applied,34,44,32,42,1,1,33,43,Sprites/Pixel/battle_unit2/grasslong/grasslong_enter_1.png
battle_unit2,crimsonassassinm2set01,idle,crimsonassassinm2set01_idle_1,crimsonassassinm2set01_palette,applied,28,44,26,42,1,1,27,43,Sprites/Pixel/battle_unit2/crimsonassassinm2set01/crimsonassassinm2set01_idle_1.png
battle_unit2,darklightMajinMset01,injuredall,darklightMajinMset01_injuredall_12,darklightMajinMset01_palette,applied,35,44,33,42,1,1,34,43,Sprites/Pixel/battle_unit2/darklightMajinMset01/darklightMajinMset01_injuredall_12.png
battle_unit2,crimsonPriestFset01,idle,crimsonPriestFset01_idle_5,crimsonPriestFset01_palette,applied,27,53,25,51,1,1,26,52,Sprites/Pixel/battle_unit2/crimsonPriestFset01/crimsonPriestFset01_idle_5.png
battle_unit2,darklightDarkwizzardF,walk,darklightDarkwizzardF_walk_1,darklightDarkwizzardF_palette,applied,26,47,24,45,1,1,25,46,Sprites/Pixel/battle_unit2/darklightDarkwizzardF/darklightDarkwizzardF_walk_1.png
battle_unit2,HcheckboardMset01,wait,HcheckboardMset01_wait_12,HcheckboardMset01_palette,applied,19,47,17,45,1,1,18,46,Sprites/Pixel/battle_unit2/HcheckboardMset01/HcheckboardMset01_wait_12.png
