group,bundle,texture,width,height,trim_width,trim_height,path
character_head,icon_character_head1,character_head_npc13,64,64,42,54,Sprites/Pixel/character_head/icon_character_head1/character_head_npc13.png
character_head,icon_character_head1,character_head_hcrimsonsophiaf3set01,64,64,60,60,Sprites/Pixel/character_head/icon_character_head1/character_head_hcrimsonsophiaf3set01.png
character_head,icon_character_head1,character_head_lionknightsberserkermset01,64,64,52,59,Sprites/Pixel/character_head/icon_character_head1/character_head_lionknightsberserkermset01.png
character_head,icon_character_head1,character_head_npc10,64,64,41,55,Sprites/Pixel/character_head/icon_character_head1/character_head_npc10.png
character_head,icon_character_head1,character_head_npc25,64,64,54,56,Sprites/Pixel/character_head/icon_character_head1/character_head_npc25.png
character_head,icon_character_head1,character_head_hpapaljudgercfset01,64,64,52,56,Sprites/Pixel/character_head/icon_character_head1/character_head_hpapaljudgercfset01.png
character_head,icon_character_head1,character_head_vilderdancerfset01,64,64,46,56,Sprites/Pixel/character_head/icon_character_head1/character_head_vilderdancerfset01.png
character_head,icon_character_head1,character_head_hplayermercenarygirlf3set02,64,64,60,59,Sprites/Pixel/character_head/icon_character_head1/character_head_hplayermercenarygirlf3set02.png
character_head,icon_character_head1,character_head_knightspriestf2set02,64,64,48,56,Sprites/Pixel/character_head/icon_character_head1/character_head_knightspriestf2set02.png
character_head,icon_character_head1,character_head_npc68,64,64,50,54,Sprites/Pixel/character_head/icon_character_head1/character_head_npc68.png
character_head,icon_character_head1,character_head_policepriestfset01,64,64,38,60,Sprites/Pixel/character_head/icon_character_head1/character_head_policepriestfset01.png
character_head,icon_character_head1,character_head_monsterhermitcrabm4set01,64,64,58,60,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterhermitcrabm4set01.png
character_head,icon_character_head1,character_head_hpapalbishopfset01,64,64,56,58,Sprites/Pixel/character_head/icon_character_head1/character_head_hpapalbishopfset01.png
character_head,icon_character_head1,character_head_mercenaryarchermset01,64,64,48,56,Sprites/Pixel/character_head/icon_character_head1/character_head_mercenaryarchermset01.png
character_head,icon_character_head1,character_head_iriafirewizzardfset01,64,64,48,54,Sprites/Pixel/character_head/icon_character_head1/character_head_iriafirewizzardfset01.png
character_head,icon_character_head1,character_head_hsolomonblindgirlfset01,64,64,48,59,Sprites/Pixel/character_head/icon_character_head1/character_head_hsolomonblindgirlfset01.png
character_head,icon_character_head1,character_head_iriaarcherfset01,64,64,44,58,Sprites/Pixel/character_head/icon_character_head1/character_head_iriaarcherfset01.png
character_head,icon_character_head1,character_head_terroristberserkermset01,64,64,42,58,Sprites/Pixel/character_head/icon_character_head1/character_head_terroristberserkermset01.png
character_head,icon_character_head1,character_head_tbossjusticefset01,64,64,60,60,Sprites/Pixel/character_head/icon_character_head1/character_head_tbossjusticefset01.png
character_head,icon_character_head1,character_head_hplayermercenarygirlf2set01,64,64,48,58,Sprites/Pixel/character_head/icon_character_head1/character_head_hplayermercenarygirlf2set01.png
character_head,icon_character_head1,character_head_tkcrow01,64,64,42,36,Sprites/Pixel/character_head/icon_character_head1/character_head_tkcrow01.png
character_head,icon_character_head1,character_head_hknightsoldknightm2set01,64,64,36,54,Sprites/Pixel/character_head/icon_character_head1/character_head_hknightsoldknightm2set01.png
character_head,icon_character_head1,character_head_zqueenpillar,64,64,60,60,Sprites/Pixel/character_head/icon_character_head1/character_head_zqueenpillar.png
character_head,icon_character_head1,character_head_npc00,64,64,64,64,Sprites/Pixel/character_head/icon_character_head1/character_head_npc00.png
character_head,icon_character_head1,character_head_terroristlancermset01,64,64,48,56,Sprites/Pixel/character_head/icon_character_head1/character_head_terroristlancermset01.png
character_head,icon_character_head1,character_head_npc77,64,64,44,50,Sprites/Pixel/character_head/icon_character_head1/character_head_npc77.png
character_head,icon_character_head1,character_head_npc28,64,64,48,54,Sprites/Pixel/character_head/icon_character_head1/character_head_npc28.png
character_head,icon_character_head1,character_head_hdarklightdarkknightmset02,64,64,58,62,Sprites/Pixel/character_head/icon_character_head1/character_head_hdarklightdarkknightmset02.png
character_head,icon_character_head1,character_head_tarotsummonermset02,64,64,53,57,Sprites/Pixel/character_head/icon_character_head1/character_head_tarotsummonermset02.png
character_head,icon_character_head1,character_head_papalpriestfset01,64,64,46,58,Sprites/Pixel/character_head/icon_character_head1/character_head_papalpriestfset01.png
character_head,icon_character_head1,character_head_tbossempressfset01,64,64,60,60,Sprites/Pixel/character_head/icon_character_head1/character_head_tbossempressfset01.png
character_head,icon_character_head1,character_head_banditarchermset01,64,64,52,56,Sprites/Pixel/character_head/icon_character_head1/character_head_banditarchermset01.png
character_head,icon_character_head1,character_head_monsterwolfset02,64,64,62,54,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterwolfset02.png
character_head,icon_character_head1,character_head_zpvparcher,64,64,50,50,Sprites/Pixel/character_head/icon_character_head1/character_head_zpvparcher.png
character_head,icon_character_head1,character_head_zrevive,64,64,52,50,Sprites/Pixel/character_head/icon_character_head1/character_head_zrevive.png
character_head,icon_character_head1,character_head_banditguardianm2set01,64,64,44,52,Sprites/Pixel/character_head/icon_character_head1/character_head_banditguardianm2set01.png
character_head,icon_character_head1,character_head_npc57,64,64,42,56,Sprites/Pixel/character_head/icon_character_head1/character_head_npc57.png
character_head,icon_character_head1,character_head_luciaicewizzardfset02,64,64,50,54,Sprites/Pixel/character_head/icon_character_head1/character_head_luciaicewizzardfset02.png
character_head,icon_character_head1,character_head_banditlancermset01,64,64,42,54,Sprites/Pixel/character_head/icon_character_head1/character_head_banditlancermset01.png
character_head,icon_character_head1,character_head_tbossstarmset02,64,64,59,60,Sprites/Pixel/character_head/icon_character_head1/character_head_tbossstarmset02.png
character_head,icon_character_head1,character_head_aaatarotshootermset01,64,64,57,60,Sprites/Pixel/character_head/icon_character_head1/character_head_aaatarotshootermset01.png
character_head,icon_character_head1,character_head_monsterscorpionmset03,64,64,60,42,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterscorpionmset03.png
character_head,icon_character_head1,character_head_militarybombermset01,64,64,60,55,Sprites/Pixel/character_head/icon_character_head1/character_head_militarybombermset01.png
character_head,icon_character_head1,character_head_hpolicetwinsfset01,64,64,42,54,Sprites/Pixel/character_head/icon_character_head1/character_head_hpolicetwinsfset01.png
character_head,icon_character_head1,character_head_hirialadymunafset02,64,64,40,52,Sprites/Pixel/character_head/icon_character_head1/character_head_hirialadymunafset02.png
character_head,icon_character_head1,character_head_luciaguardianmset01,64,64,44,55,Sprites/Pixel/character_head/icon_character_head1/character_head_luciaguardianmset01.png
character_head,icon_character_head1,character_head_hpapalajudgerfset02,64,64,52,54,Sprites/Pixel/character_head/icon_character_head1/character_head_hpapalajudgerfset02.png
character_head,icon_character_head1,character_head_hplayersisterlavierfset01,64,64,60,64,Sprites/Pixel/character_head/icon_character_head1/character_head_hplayersisterlavierfset01.png
character_head,icon_character_head1,character_head_hplayermercenarygirlfset01,64,64,52,54,Sprites/Pixel/character_head/icon_character_head1/character_head_hplayermercenarygirlfset01.png
character_head,icon_character_head1,character_head_tkbird02,64,64,26,40,Sprites/Pixel/character_head/icon_character_head1/character_head_tkbird02.png
character_head,icon_character_head1,character_head_hcrimsonlavierfset01,64,64,52,62,Sprites/Pixel/character_head/icon_character_head1/character_head_hcrimsonlavierfset01.png
character_head,icon_character_head1,character_head_monstertheworldfset01,64,64,54,52,Sprites/Pixel/character_head/icon_character_head1/character_head_monstertheworldfset01.png
character_head,icon_character_head1,character_head_papalguardianmset01,64,64,42,56,Sprites/Pixel/character_head/icon_character_head1/character_head_papalguardianmset01.png
character_head,icon_character_head1,character_head_darklightberserkerm01,64,64,42,58,Sprites/Pixel/character_head/icon_character_head1/character_head_darklightberserkerm01.png
character_head,icon_character_head1,character_head_hplayermercenarygirlf3set01,64,64,60,59,Sprites/Pixel/character_head/icon_character_head1/character_head_hplayermercenarygirlf3set01.png
character_head,icon_character_head1,character_head_zhide,64,64,59,52,Sprites/Pixel/character_head/icon_character_head1/character_head_zhide.png
character_head,icon_character_head1,character_head_npc26,64,64,46,56,Sprites/Pixel/character_head/icon_character_head1/character_head_npc26.png
character_head,icon_character_head1,character_head_hknightsicemagefset01,64,64,49,56,Sprites/Pixel/character_head/icon_character_head1/character_head_hknightsicemagefset01.png
character_head,icon_character_head1,character_head_hknightspaladinfset02,64,64,48,55,Sprites/Pixel/character_head/icon_character_head1/character_head_hknightspaladinfset02.png
character_head,icon_character_head1,character_head_solomonmechamset01,64,64,60,52,Sprites/Pixel/character_head/icon_character_head1/character_head_solomonmechamset01.png
character_head,icon_character_head1,character_head_monsterslimemset05,64,64,56,58,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterslimemset05.png
character_head,icon_character_head1,character_head_hpapalsamanthafset01,64,64,42,53,Sprites/Pixel/character_head/icon_character_head1/character_head_hpapalsamanthafset01.png
character_head,icon_character_head1,character_head_knightslancermset01,64,64,48,58,Sprites/Pixel/character_head/icon_character_head1/character_head_knightslancermset01.png
character_head,icon_character_head1,character_head_uwmonstercmset01,64,64,44,44,Sprites/Pixel/character_head/icon_character_head1/character_head_uwmonstercmset01.png
character_head,icon_character_head1,character_head_hsolomonhalfbloodgirlfset02,64,64,48,55,Sprites/Pixel/character_head/icon_character_head1/character_head_hsolomonhalfbloodgirlfset02.png
character_head,icon_character_head1,character_head_npc78,64,64,44,50,Sprites/Pixel/character_head/icon_character_head1/character_head_npc78.png
character_head,icon_character_head1,character_head_knightslongswordfset01,64,64,44,54,Sprites/Pixel/character_head/icon_character_head1/character_head_knightslongswordfset01.png
character_head,icon_character_head1,character_head_npc33,64,64,40,56,Sprites/Pixel/character_head/icon_character_head1/character_head_npc33.png
character_head,icon_character_head1,character_head_hpolicetwinsf2set01,64,64,48,56,Sprites/Pixel/character_head/icon_character_head1/character_head_hpolicetwinsf2set01.png
character_head,icon_character_head1,character_head_monsterflowerm4set01,64,64,60,60,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterflowerm4set01.png
character_head,icon_character_head1,character_head_monsterfrogmset01,64,64,49,45,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterfrogmset01.png
character_head,icon_character_head1,character_head_sblueparrot,64,64,33,53,Sprites/Pixel/character_head/icon_character_head1/character_head_sblueparrot.png
character_head,icon_character_head1,character_head_hsolomonladypresidentf3set01,64,64,50,58,Sprites/Pixel/character_head/icon_character_head1/character_head_hsolomonladypresidentf3set01.png
character_head,icon_character_head1,character_head_hplayerlittlewitchfset02,64,64,56,60,Sprites/Pixel/character_head/icon_character_head1/character_head_hplayerlittlewitchfset02.png
character_head,icon_character_head1,character_head_ycxiaosongshu,64,64,28,36,Sprites/Pixel/character_head/icon_character_head1/character_head_ycxiaosongshu.png
character_head,icon_character_head1,character_head_ycrobot01,64,64,60,60,Sprites/Pixel/character_head/icon_character_head1/character_head_ycrobot01.png
character_head,icon_character_head1,character_head_npc47,64,64,54,52,Sprites/Pixel/character_head/icon_character_head1/character_head_npc47.png
character_head,icon_character_head1,character_head_solomonassassinmset01,64,64,44,60,Sprites/Pixel/character_head/icon_character_head1/character_head_solomonassassinmset01.png
character_head,icon_character_head1,character_head_hpapalajudgerfset01,64,64,52,54,Sprites/Pixel/character_head/icon_character_head1/character_head_hpapalajudgerfset01.png
character_head,icon_character_head1,character_head_banditberserkerf,64,64,42,44,Sprites/Pixel/character_head/icon_character_head1/character_head_banditberserkerf.png
character_head,icon_character_head1,character_head_npc40,64,64,40,52,Sprites/Pixel/character_head/icon_character_head1/character_head_npc40.png
character_head,icon_character_head1,character_head_hcrimsonhousemaidkillerfset01,64,64,52,61,Sprites/Pixel/character_head/icon_character_head1/character_head_hcrimsonhousemaidkillerfset01.png
character_head,icon_character_head1,character_head_monsterslimem2set05,64,64,57,56,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterslimem2set05.png
character_head,icon_character_head1,character_head_npc49,64,64,44,52,Sprites/Pixel/character_head/icon_character_head1/character_head_npc49.png
character_head,icon_character_head1,character_head_crimsonpriestfset01,64,64,44,58,Sprites/Pixel/character_head/icon_character_head1/character_head_crimsonpriestfset01.png
character_head,icon_character_head1,character_head_banditguardianmset02,64,64,56,54,Sprites/Pixel/character_head/icon_character_head1/character_head_banditguardianmset02.png
character_head,icon_character_head1,character_head_uamonsterchestsmset02,64,64,53,54,Sprites/Pixel/character_head/icon_character_head1/character_head_uamonsterchestsmset02.png
character_head,icon_character_head1,character_head_tarotshooterm3set01,64,64,60,60,Sprites/Pixel/character_head/icon_character_head1/character_head_tarotshooterm3set01.png
character_head,icon_character_head1,character_head_hpapalcommandermset01,64,64,51,53,Sprites/Pixel/character_head/icon_character_head1/character_head_hpapalcommandermset01.png
character_head,icon_character_head1,character_head_hsolomonprincem2set01,64,64,44,58,Sprites/Pixel/character_head/icon_character_head1/character_head_hsolomonprincem2set01.png
character_head,icon_character_head1,character_head_luciaarcherfset01,64,64,52,54,Sprites/Pixel/character_head/icon_character_head1/character_head_luciaarcherfset01.png
character_head,icon_character_head1,character_head_vilderassassinmset01,64,64,50,58,Sprites/Pixel/character_head/icon_character_head1/character_head_vilderassassinmset01.png
character_head,icon_character_head1,character_head_hsolomonmissyef2set01,64,64,60,60,Sprites/Pixel/character_head/icon_character_head1/character_head_hsolomonmissyef2set01.png
character_head,icon_character_head1,character_head_banditassassinmmset01,64,64,50,56,Sprites/Pixel/character_head/icon_character_head1/character_head_banditassassinmmset01.png
character_head,icon_character_head1,character_head_hirialadymunafset06,64,64,42,54,Sprites/Pixel/character_head/icon_character_head1/character_head_hirialadymunafset06.png
character_head,icon_character_head1,character_head_monsternightmaremset01,64,64,58,56,Sprites/Pixel/character_head/icon_character_head1/character_head_monsternightmaremset01.png
character_head,icon_character_head1,character_head_hvildersisterchieffset01,64,64,52,58,Sprites/Pixel/character_head/icon_character_head1/character_head_hvildersisterchieffset01.png
character_head,icon_character_head1,character_head_irialancermset01,64,64,46,56,Sprites/Pixel/character_head/icon_character_head1/character_head_irialancermset01.png
character_head,icon_character_head1,character_head_solomonguardianmset02,64,64,46,59,Sprites/Pixel/character_head/icon_character_head1/character_head_solomonguardianmset02.png
character_head,icon_character_head1,character_head_lionknightslancerm2set01,64,64,52,60,Sprites/Pixel/character_head/icon_character_head1/character_head_lionknightslancerm2set01.png
character_head,icon_character_head1,character_head_knightscrossbowmset02,64,64,48,60,Sprites/Pixel/character_head/icon_character_head1/character_head_knightscrossbowmset02.png
character_head,icon_character_head1,character_head_tarotagilemset01,64,64,55,60,Sprites/Pixel/character_head/icon_character_head1/character_head_tarotagilemset01.png
character_head,icon_character_head1,character_head_policelongswordmset01,64,64,42,58,Sprites/Pixel/character_head/icon_character_head1/character_head_policelongswordmset01.png
character_head,icon_character_head1,character_head_solomonguardianmset01,64,64,46,59,Sprites/Pixel/character_head/icon_character_head1/character_head_solomonguardianmset01.png
character_head,icon_character_head1,character_head_monsterscorpionmset05,64,64,60,42,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterscorpionmset05.png
character_head,icon_character_head1,character_head_hknightsoldknightmset09,64,64,60,60,Sprites/Pixel/character_head/icon_character_head1/character_head_hknightsoldknightmset09.png
character_head,icon_character_head1,character_head_brambleknightscrossbowmset01,64,64,58,60,Sprites/Pixel/character_head/icon_character_head1/character_head_brambleknightscrossbowmset01.png
character_head,icon_character_head1,character_head_papalguardianmset02,64,64,42,56,Sprites/Pixel/character_head/icon_character_head1/character_head_papalguardianmset02.png
character_head,icon_character_head1,character_head_monsterhermitcrabm2set01,64,64,60,58,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterhermitcrabm2set01.png
character_head,icon_character_head1,character_head_hknightssisterfset01,64,64,52,56,Sprites/Pixel/character_head/icon_character_head1/character_head_hknightssisterfset01.png
character_head,icon_character_head1,character_head_npc85,64,64,48,58,Sprites/Pixel/character_head/icon_character_head1/character_head_npc85.png
character_head,icon_character_head1,character_head_darklightfirewizzardmset01,64,64,50,54,Sprites/Pixel/character_head/icon_character_head1/character_head_darklightfirewizzardmset01.png
character_head,icon_character_head1,character_head_monsterspidermset01,64,64,58,56,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterspidermset01.png
character_head,icon_character_head1,character_head_pirateberserkerfset01,64,64,54,56,Sprites/Pixel/character_head/icon_character_head1/character_head_pirateberserkerfset01.png
character_head,icon_character_head1,character_head_npc52,64,64,42,52,Sprites/Pixel/character_head/icon_character_head1/character_head_npc52.png
character_head,icon_character_head1,character_head_tarotagilem2set02,64,64,44,60,Sprites/Pixel/character_head/icon_character_head1/character_head_tarotagilem2set02.png
character_head,icon_character_head1,character_head_animalswolfset01,64,64,58,54,Sprites/Pixel/character_head/icon_character_head1/character_head_animalswolfset01.png
character_head,icon_character_head1,character_head_hdarklighttranquillomset01,64,64,48,53,Sprites/Pixel/character_head/icon_character_head1/character_head_hdarklighttranquillomset01.png
character_head,icon_character_head1,character_head_tarotshooterm2set02,64,64,60,55,Sprites/Pixel/character_head/icon_character_head1/character_head_tarotshooterm2set02.png
character_head,icon_character_head1,character_head_monsterslimem2set04,64,64,57,46,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterslimem2set04.png
character_head,icon_character_head1,character_head_tbossmagicianmset03,64,64,20,55,Sprites/Pixel/character_head/icon_character_head1/character_head_tbossmagicianmset03.png
character_head,icon_character_head1,character_head_yserindeknightslancerm2set01,64,64,54,60,Sprites/Pixel/character_head/icon_character_head1/character_head_yserindeknightslancerm2set01.png
character_head,icon_character_head1,character_head_iriaguardianmset03,64,64,44,58,Sprites/Pixel/character_head/icon_character_head1/character_head_iriaguardianmset03.png
character_head,icon_character_head1,character_head_mercenaryberserkerfset01,64,64,54,56,Sprites/Pixel/character_head/icon_character_head1/character_head_mercenaryberserkerfset01.png
character_head,icon_character_head1,character_head_solomonoldcraftsmanmset01,64,64,42,54,Sprites/Pixel/character_head/icon_character_head1/character_head_solomonoldcraftsmanmset01.png
character_head,icon_character_head1,character_head_monsterflowermset01,64,64,53,50,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterflowermset01.png
character_head,icon_character_head1,character_head_monsterspidermset04,64,64,58,56,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterspidermset04.png
character_head,icon_character_head1,character_head_knightslancerm2set01,64,64,52,60,Sprites/Pixel/character_head/icon_character_head1/character_head_knightslancerm2set01.png
character_head,icon_character_head1,character_head_solomonmafiabossmset01,64,64,42,51,Sprites/Pixel/character_head/icon_character_head1/character_head_solomonmafiabossmset01.png
character_head,icon_character_head1,character_head_monsterflowerm5set01,64,64,60,56,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterflowerm5set01.png
character_head,icon_character_head1,character_head_brambleknightslancerm2set01,64,64,48,56,Sprites/Pixel/character_head/icon_character_head1/character_head_brambleknightslancerm2set01.png
character_head,icon_character_head1,character_head_aaatarotguardmset01,64,64,53,58,Sprites/Pixel/character_head/icon_character_head1/character_head_aaatarotguardmset01.png
character_head,icon_character_head1,character_head_uwhtf2set01,64,64,42,56,Sprites/Pixel/character_head/icon_character_head1/character_head_uwhtf2set01.png
character_head,icon_character_head1,character_head_hpapalswampwitchfset01,64,64,59,60,Sprites/Pixel/character_head/icon_character_head1/character_head_hpapalswampwitchfset01.png
character_head,icon_character_head1,character_head_hsolomonprincemset01,64,64,55,58,Sprites/Pixel/character_head/icon_character_head1/character_head_hsolomonprincemset01.png
character_head,icon_character_head1,character_head_hcrimsonsophiafset01,64,64,38,52,Sprites/Pixel/character_head/icon_character_head1/character_head_hcrimsonsophiafset01.png
character_head,icon_character_head1,character_head_npc76,64,64,42,52,Sprites/Pixel/character_head/icon_character_head1/character_head_npc76.png
character_head,icon_character_head1,character_head_piratearcherfset01,64,64,52,54,Sprites/Pixel/character_head/icon_character_head1/character_head_piratearcherfset01.png
character_head,icon_character_head1,character_head_solomonberserkermset01,64,64,44,52,Sprites/Pixel/character_head/icon_character_head1/character_head_solomonberserkermset01.png
character_head,icon_character_head1,character_head_hknightsknightparsifalmset02,64,64,52,60,Sprites/Pixel/character_head/icon_character_head1/character_head_hknightsknightparsifalmset02.png
character_head,icon_character_head1,character_head_knightspriestf2set03,64,64,48,56,Sprites/Pixel/character_head/icon_character_head1/character_head_knightspriestf2set03.png
character_head,icon_character_head1,character_head_darklightbombermset01,64,64,62,56,Sprites/Pixel/character_head/icon_character_head1/character_head_darklightbombermset01.png
character_head,icon_character_head1,character_head_tkdog01,64,64,36,50,Sprites/Pixel/character_head/icon_character_head1/character_head_tkdog01.png
character_head,icon_character_head1,character_head_darklightdarkwizzardfset01,64,64,40,54,Sprites/Pixel/character_head/icon_character_head1/character_head_darklightdarkwizzardfset01.png
character_head,icon_character_head1,character_head_npc51,64,64,48,50,Sprites/Pixel/character_head/icon_character_head1/character_head_npc51.png
character_head,icon_character_head1,character_head_hknightspaladinf2set02,64,64,52,60,Sprites/Pixel/character_head/icon_character_head1/character_head_hknightspaladinf2set02.png
character_head,icon_character_head1,character_head_ycbooks01,64,64,48,50,Sprites/Pixel/character_head/icon_character_head1/character_head_ycbooks01.png
character_head,icon_character_head1,character_head_tbossmagicianmset02,64,64,28,52,Sprites/Pixel/character_head/icon_character_head1/character_head_tbossmagicianmset02.png
character_head,icon_character_head1,character_head_monsterslimem2set03,64,64,57,46,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterslimem2set03.png
character_head,icon_character_head1,character_head_darklightguardianmset01,64,64,42,58,Sprites/Pixel/character_head/icon_character_head1/character_head_darklightguardianmset01.png
character_head,icon_character_head1,character_head_hvilderdancerfset01,64,64,45,58,Sprites/Pixel/character_head/icon_character_head1/character_head_hvilderdancerfset01.png
character_head,icon_character_head1,character_head_npc83,64,64,46,58,Sprites/Pixel/character_head/icon_character_head1/character_head_npc83.png
character_head,icon_character_head1,character_head_lionknightscrossbowmset01,64,64,48,60,Sprites/Pixel/character_head/icon_character_head1/character_head_lionknightscrossbowmset01.png
character_head,icon_character_head1,character_head_iriapriestfset01,64,64,54,56,Sprites/Pixel/character_head/icon_character_head1/character_head_iriapriestfset01.png
character_head,icon_character_head1,character_head_knightspriestfset02,64,64,48,56,Sprites/Pixel/character_head/icon_character_head1/character_head_knightspriestfset02.png
character_head,icon_character_head1,character_head_monsterflowerm3set01,64,64,50,55,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterflowerm3set01.png
character_head,icon_character_head1,character_head_npc80,64,64,44,48,Sprites/Pixel/character_head/icon_character_head1/character_head_npc80.png
character_head,icon_character_head1,character_head_uwhyfset01,64,64,42,55,Sprites/Pixel/character_head/icon_character_head1/character_head_uwhyfset01.png
character_head,icon_character_head1,character_head_tarotnormalmset01,64,64,52,55,Sprites/Pixel/character_head/icon_character_head1/character_head_tarotnormalmset01.png
character_head,icon_character_head1,character_head_papaljavelinfset01,64,64,43,56,Sprites/Pixel/character_head/icon_character_head1/character_head_papaljavelinfset01.png
character_head,icon_character_head1,character_head_npc89,64,64,44,50,Sprites/Pixel/character_head/icon_character_head1/character_head_npc89.png
character_head,icon_character_head1,character_head_hdarklightfernandomset01,64,64,58,60,Sprites/Pixel/character_head/icon_character_head1/character_head_hdarklightfernandomset01.png
character_head,icon_character_head1,character_head_hknightskingcamelotm2set01,64,64,50,60,Sprites/Pixel/character_head/icon_character_head1/character_head_hknightskingcamelotm2set01.png
character_head,icon_character_head1,character_head_monsterboarmset03,64,64,53,56,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterboarmset03.png
character_head,icon_character_head1,character_head_ycyimicat,64,64,45,40,Sprites/Pixel/character_head/icon_character_head1/character_head_ycyimicat.png
character_head,icon_character_head1,character_head_hcrimsonmafialeaderfset01,64,64,48,58,Sprites/Pixel/character_head/icon_character_head1/character_head_hcrimsonmafialeaderfset01.png
character_head,icon_character_head1,character_head_uwmonsterbmset01,64,64,40,54,Sprites/Pixel/character_head/icon_character_head1/character_head_uwmonsterbmset01.png
character_head,icon_character_head1,character_head_yserindeknightspriestfset01,64,64,48,56,Sprites/Pixel/character_head/icon_character_head1/character_head_yserindeknightspriestfset01.png
character_head,icon_character_head1,character_head_npc20,64,64,44,56,Sprites/Pixel/character_head/icon_character_head1/character_head_npc20.png
character_head,icon_character_head1,character_head_knightsguardianmset05,64,64,45,60,Sprites/Pixel/character_head/icon_character_head1/character_head_knightsguardianmset05.png
character_head,icon_character_head1,character_head_tarotshooterm2set01,64,64,60,55,Sprites/Pixel/character_head/icon_character_head1/character_head_tarotshooterm2set01.png
character_head,icon_character_head1,character_head_monsternightmarem3set01,64,64,52,54,Sprites/Pixel/character_head/icon_character_head1/character_head_monsternightmarem3set01.png
character_head,icon_character_head1,character_head_hiriafprincemset01,64,64,48,62,Sprites/Pixel/character_head/icon_character_head1/character_head_hiriafprincemset01.png
character_head,icon_character_head1,character_head_hcrimsondetectivefset01,64,64,40,54,Sprites/Pixel/character_head/icon_character_head1/character_head_hcrimsondetectivefset01.png
character_head,icon_character_head1,character_head_hknightsoldknightmset01,64,64,58,55,Sprites/Pixel/character_head/icon_character_head1/character_head_hknightsoldknightmset01.png
character_head,icon_character_head1,character_head_papalnightwalkermset01,64,64,56,56,Sprites/Pixel/character_head/icon_character_head1/character_head_papalnightwalkermset01.png
character_head,icon_character_head1,character_head_playerfset01,64,64,46,54,Sprites/Pixel/character_head/icon_character_head1/character_head_playerfset01.png
character_head,icon_character_head1,character_head_npc42,64,64,42,52,Sprites/Pixel/character_head/icon_character_head1/character_head_npc42.png
character_head,icon_character_head1,character_head_tbosschariotmset01,64,64,61,60,Sprites/Pixel/character_head/icon_character_head1/character_head_tbosschariotmset01.png
character_head,icon_character_head1,character_head_hvildermusicianmset01,64,64,56,60,Sprites/Pixel/character_head/icon_character_head1/character_head_hvildermusicianmset01.png
character_head,icon_character_head1,character_head_npc54,64,64,44,52,Sprites/Pixel/character_head/icon_character_head1/character_head_npc54.png
character_head,icon_character_head1,character_head_hiriaprincessguardfset01,64,64,44,55,Sprites/Pixel/character_head/icon_character_head1/character_head_hiriaprincessguardfset01.png
character_head,icon_character_head1,character_head_hknightsdeadbirdfset01,64,64,44,60,Sprites/Pixel/character_head/icon_character_head1/character_head_hknightsdeadbirdfset01.png
character_head,icon_character_head1,character_head_npc21,64,64,42,54,Sprites/Pixel/character_head/icon_character_head1/character_head_npc21.png
character_head,icon_character_head1,character_head_iriaassassinfset01,64,64,50,58,Sprites/Pixel/character_head/icon_character_head1/character_head_iriaassassinfset01.png
character_head,icon_character_head1,character_head_hpapalwitchunterfset01,64,64,44,54,Sprites/Pixel/character_head/icon_character_head1/character_head_hpapalwitchunterfset01.png
character_head,icon_character_head1,character_head_monsterfrogmset03,64,64,49,45,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterfrogmset03.png
character_head,icon_character_head1,character_head_hpoliceleaderfset01,64,64,64,54,Sprites/Pixel/character_head/icon_character_head1/character_head_hpoliceleaderfset01.png
character_head,icon_character_head1,character_head_hsolomonkinghashaf2set01,64,64,60,60,Sprites/Pixel/character_head/icon_character_head1/character_head_hsolomonkinghashaf2set01.png
character_head,icon_character_head1,character_head_crimsonassassinm2set01,64,64,52,52,Sprites/Pixel/character_head/icon_character_head1/character_head_crimsonassassinm2set01.png
character_head,icon_character_head1,character_head_monsterspidermset03,64,64,58,56,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterspidermset03.png
character_head,icon_character_head1,character_head_hcrimsonlavierf2set01,64,64,54,62,Sprites/Pixel/character_head/icon_character_head1/character_head_hcrimsonlavierf2set01.png
character_head,icon_character_head1,character_head_tbossloversmset01,64,64,60,60,Sprites/Pixel/character_head/icon_character_head1/character_head_tbossloversmset01.png
character_head,icon_character_head1,character_head_npc18,64,64,48,58,Sprites/Pixel/character_head/icon_character_head1/character_head_npc18.png
